parking_Occupied,parking_latitude,parking_longitude,parking_time,traffic_AmpelHardenbergstrvon-BHN2-Outbound_overall_Count,traffic_AmpelHardenbergstrvon-BHN2-Outbound_overall_Speed,traffic_AmpelHardenbergstrvon-BHN2-Outbound_car_Count,traffic_AmpelHardenbergstrvon-BHN2-Outbound_car_Speed,traffic_VorplatzHardenbergstrvon-BHN3-Inbound_overall_Count,traffic_VorplatzHardenbergstrvon-BHN3-Inbound_overall_Speed,traffic_VorplatzHardenbergstrvon-BHN3-Inbound_car_Count,traffic_VorplatzHardenbergstrvon-BHN3-Inbound_car_Speed,traffic_VorplatzHardenbergstrvon-BHN3-Inbound_truck_Count,traffic_VorplatzHardenbergstrvon-BHN3-Inbound_truck_Speed,traffic_VorplatzHardenbergstrvon-BHN3-Inbound_motorcycle_Count,traffic_VorplatzHardenbergstrvon-BHN3-Inbound_motorcycle_Speed,traffic_Otto-Suhr-Allee-TEL1-Inbound_overall_Count,traffic_Otto-Suhr-Allee-TEL1-Inbound_overall_Speed,traffic_Otto-Suhr-Allee-TEL1-Inbound_car_Count,traffic_Otto-Suhr-Allee-TEL1-Inbound_car_Speed,traffic_Otto-Suhr-Allee-TEL1-Inbound_truck_Count,traffic_Otto-Suhr-Allee-TEL1-Inbound_truck_Speed,traffic_Bismarckstrasse-TEL3-Outbound_overall_Count,traffic_Bismarckstrasse-TEL3-Outbound_overall_Speed,traffic_Bismarckstrasse-TEL3-Outbound_car_Count,traffic_Bismarckstrasse-TEL3-Outbound_car_Speed,traffic_Bismarckstrasse-TEL3-Outbound_truck_Count,traffic_Bismarckstrasse-TEL3-Outbound_truck_Speed,traffic_Bismarckstrasse-TEL3-Outbound_motorcycle_Count,traffic_Bismarckstrasse-TEL3-Outbound_motorcycle_Speed,traffic_Ernst-Reuter-PlatzGeb-A1-Outbound_overall_Count,traffic_Ernst-Reuter-PlatzGeb-A1-Outbound_overall_Speed,traffic_Ernst-Reuter-PlatzGeb-A1-Outbound_car_Count,traffic_Ernst-Reuter-PlatzGeb-A1-Outbound_car_Speed,traffic_Ernst-Reuter-PlatzGeb-A1-Outbound_truck_Count,traffic_Ernst-Reuter-PlatzGeb-A1-Outbound_truck_Speed,traffic_Bismarckstrasse-TEL3-Inbound_overall_Count,traffic_Bismarckstrasse-TEL3-Inbound_overall_Speed,traffic_Bismarckstrasse-TEL3-Inbound_car_Count,traffic_Bismarckstrasse-TEL3-Inbound_car_Speed,traffic_Bismarckstrasse-TEL3-Inbound_truck_Count,traffic_Bismarckstrasse-TEL3-Inbound_truck_Speed,traffic_Bismarckstrasse-TEL3-Inbound_motorcycle_Count,traffic_Bismarckstrasse-TEL3-Inbound_motorcycle_Speed,traffic_VorplatzGeb-AF1-Rotary_overall_Count,traffic_VorplatzGeb-AF1-Rotary_overall_Speed,traffic_VorplatzGeb-AF1-Rotary_car_Count,traffic_VorplatzGeb-AF1-Rotary_car_Speed,traffic_VorplatzGeb-AF1-Rotary_truck_Count,traffic_VorplatzGeb-AF1-Rotary_truck_Speed,traffic_Strdes17Junivon-EB1-Outbound_overall_Count,traffic_Strdes17Junivon-EB1-Outbound_overall_Speed,traffic_Strdes17Junivon-EB1-Outbound_car_Count,traffic_Strdes17Junivon-EB1-Outbound_car_Speed,traffic_Strdes17Junivon-EB1-Outbound_truck_Count,traffic_Strdes17Junivon-EB1-Outbound_truck_Speed,traffic_Marchstrasse-A2-Inbound_overall_Count,traffic_Marchstrasse-A2-Inbound_overall_Speed,traffic_Marchstrasse-A2-Inbound_car_Count,traffic_Marchstrasse-A2-Inbound_car_Speed,traffic_Marchstrasse-A2-Inbound_truck_Count,traffic_Marchstrasse-A2-Inbound_truck_Speed,traffic_Strdes17Junivon-EB1-Inbound_overall_Count,traffic_Strdes17Junivon-EB1-Inbound_overall_Speed,traffic_Strdes17Junivon-EB1-Inbound_car_Count,traffic_Strdes17Junivon-EB1-Inbound_car_Speed,traffic_Strdes17Junivon-EB1-Inbound_truck_Count,traffic_Strdes17Junivon-EB1-Inbound_truck_Speed,traffic_Ernst-Reuter-Platz-TEL2-Rotary_overall_Count,traffic_Ernst-Reuter-Platz-TEL2-Rotary_overall_Speed,traffic_Ernst-Reuter-Platz-TEL2-Rotary_car_Count,traffic_Ernst-Reuter-Platz-TEL2-Rotary_car_Speed,traffic_MarchvonGeb-A2-Outbound_overall_Count,traffic_MarchvonGeb-A2-Outbound_overall_Speed,traffic_MarchvonGeb-A2-Outbound_car_Count,traffic_MarchvonGeb-A2-Outbound_car_Speed,traffic_MarchvonGeb-A2-Outbound_truck_Count,traffic_MarchvonGeb-A2-Outbound_truck_Speed,traffic_Ernst-Reuter-Platzvon-EB2-Rotary_overall_Count,traffic_Ernst-Reuter-Platzvon-EB2-Rotary_overall_Speed,traffic_Ernst-Reuter-Platzvon-EB2-Rotary_car_Count,traffic_Ernst-Reuter-Platzvon-EB2-Rotary_car_Speed,wifi_Campus-TEL_Count1,wifi_Campus-TEL_Count2,wifi_Campus-BHN_Count1,wifi_Campus-BHN_Count2,wifi_Campus-AF-2_Count1,wifi_Campus-AF-2_Count2,wifi_Campus-EB_Count1,wifi_Campus-EB_Count2,pedestrian_CounterVorplatzGeb-AF2-PeopleCounter_IN_Count,pedestrian_CounterVorplatzGeb-AF2-PeopleCounter_OUT_Count,pedestrian_CounterHaupteingang-TEL4-PeopleCounter_IN_Count,pedestrian_CounterHaupteingang-TEL4-PeopleCounter_OUT_Count
1.0,52.51300364288285,13.319705889380275,1517368380682.0,9.0,1.0,9.0,1.0,5.0,4.0,2.0,5.0,0.0,0.0,3.0,3.0,4.0,2.0,4.0,2.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,10.0,1.0,10.0,0.0,0.0,1.0,10.0,1.0,10.0,0.0,0.0,0.0,0.0,33.0,0.0,25.0,0.0,7.0,1.0,12.0,2.0,10.0,1.0,1.0,10.0,2.0,5.0,2.0,5.0,0.0,0.0,7.0,1.0,7.0,1.0,0.0,0.0,21.0,0.0,21.0,0.0,8.0,2.0,5.0,2.0,3.0,3.0,14.0,0.0,14.0,0.0,38.0,10.0,4.0,17.0,133.0,40.0,5.0,0.0,0.0,0.0,1.0,0.0
0.0,52.51300364288285,13.319705889380275,1517368681291.0,5.0,2.0,5.0,2.0,9.0,3.0,2.0,5.0,0.0,0.0,6.0,1.0,2.0,5.0,2.0,5.0,0.0,0.0,4.0,5.0,2.0,5.0,0.0,0.0,2.0,5.0,6.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,14.0,0.0,1.0,10.0,5.0,4.0,3.0,3.0,0.0,0.0,2.0,5.0,2.0,5.0,0.0,0.0,7.0,2.0,6.0,1.0,1.0,10.0,11.0,0.0,11.0,0.0,5.0,2.0,5.0,2.0,0.0,0.0,10.0,1.0,10.0,1.0,60.0,12.0,6.0,8.0,127.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0
1.0,52.51300364288285,13.319705889380275,1517385480658.0,2.0,5.0,2.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,10.0,1.0,10.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,19.0,0.0,15.0,0.0,9.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,6.0,1.0,0.0,0.0,21.0,0.0,21.0,0.0,3.0,3.0,0.0,0.0,3.0,3.0,13.0,0.0,13.0,0.0,71.0,4.0,8.0,9.0,113.0,30.0,4.0,1.0,0.0,0.0,0.0,0.0
0.0,52.51300364288285,13.319705889380275,1517389084037.0,8.0,1.0,8.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,5.0,2.0,5.0,2.0,0.0,0.0,2.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,11.0,0.0,1.0,10.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,1.0,60.0,16.0,7.0,7.0,142.0,38.0,11.0,1.0,0.0,0.0,0.0,0.0
1.0,52.51300364288285,13.319705889380275,1517389380672.0,1.0,10.0,1.0,10.0,12.0,2.0,4.0,2.0,0.0,0.0,3.0,3.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,6.0,1.0,1.0,10.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,10.0,1.0,0.0,0.0,10.0,1.0,10.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,7.0,1.0,7.0,1.0,59.0,28.0,11.0,28.0,129.0,26.0,6.0,1.0,0.0,0.0,0.0,0.0
0.0,52.51300364288285,13.319705889380275,1517390882681.0,17.0,0.0,17.0,0.0,8.0,2.0,2.0,5.0,0.0,0.0,6.0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,4.0,4.0,2.0,0.0,0.0,1.0,10.0,2.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,19.0,0.0,2.0,5.0,5.0,6.0,3.0,3.0,1.0,10.0,1.0,10.0,1.0,10.0,0.0,0.0,8.0,1.0,8.0,1.0,0.0,0.0,9.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,18.0,0.0,53.0,22.0,13.0,13.0,114.0,39.0,5.0,3.0,0.0,0.0,0.0,0.0
1.0,52.51300364288285,13.319705889380275,1517391180855.0,18.0,0.0,18.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,2.0,4.0,2.0,0.0,0.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,29.0,0.0,1.0,10.0,5.0,4.0,4.0,2.0,1.0,10.0,2.0,5.0,2.0,5.0,0.0,0.0,1.0,10.0,1.0,10.0,0.0,0.0,10.0,1.0,10.0,1.0,5.0,2.0,5.0,2.0,0.0,0.0,14.0,0.0,14.0,0.0,64.0,11.0,7.0,9.0,119.0,31.0,9.0,2.0,0.0,0.0,0.0,0.0
0.0,52.51300364288285,13.319705889380275,1517393283984.0,4.0,2.0,4.0,2.0,7.0,2.0,1.0,10.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,10.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,2.0,10.0,1.0,10.0,0.0,0.0,14.0,1.0,13.0,0.0,1.0,10.0,8.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,51.0,15.0,7.0,4.0,121.0,25.0,8.0,18.0,0.0,0.0,0.0,0.0
1.0,52.51300364288285,13.319705889380275,1517393585536.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,10.0,1.0,10.0,0.0,0.0,2.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,9.0,2.0,7.0,1.0,0.0,0.0,2.0,5.0,2.0,5.0,0.0,0.0,14.0,1.0,12.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,10.0,50.0,50.0,7.0,4.0,125.0,29.0,6.0,3.0,0.0,0.0,1.0,0.0
0.0,52.51300364288285,13.319705889380275,1517395084621.0,6.0,1.0,6.0,1.0,5.0,4.0,3.0,3.0,0.0,0.0,2.0,5.0,2.0,5.0,2.0,5.0,0.0,0.0,2.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,5.0,4.0,4.0,2.0,0.0,0.0,2.0,5.0,2.0,5.0,0.0,0.0,10.0,2.0,8.0,1.0,2.0,5.0,5.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,1.0,63.0,15.0,12.0,2.0,134.0,30.0,6.0,0.0,0.0,0.0,0.0,0.0
1.0,52.51300364288285,13.319705889380275,1517395380745.0,13.0,0.0,13.0,0.0,7.0,2.0,1.0,10.0,0.0,0.0,6.0,1.0,1.0,10.0,1.0,10.0,0.0,0.0,1.0,10.0,1.0,10.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,4.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,6.0,1.0,0.0,0.0,15.0,0.0,15.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,18.0,0.0,18.0,0.0,48.0,15.0,17.0,6.0,119.0,16.0,4.0,7.0,0.0,0.0,0.0,0.0
0.0,52.51300364288285,13.319705889380275,1517396882954.0,4.0,2.0,4.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.0,3.0,3.0,0.0,0.0,4.0,5.0,2.0,5.0,0.0,0.0,2.0,5.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,6.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,7.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,50.0,12.0,11.0,3.0,122.0,20.0,7.0,0.0,0.0,0.0,2.0,0.0
1.0,52.51300364288285,13.319705889380275,1517397180775.0,7.0,1.0,7.0,1.0,4.0,5.0,1.0,10.0,0.0,0.0,3.0,3.0,4.0,2.0,4.0,2.0,0.0,0.0,7.0,2.0,5.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,11.0,0.0,1.0,10.0,8.0,3.0,3.0,3.0,4.0,2.0,1.0,10.0,1.0,10.0,0.0,0.0,5.0,4.0,3.0,3.0,2.0,5.0,9.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,13.0,5.0,11.0,121.0,36.0,5.0,2.0,0.0,0.0,0.0,0.0
0.0,52.51300364288285,13.319705889380275,1517398683774.0,7.0,1.0,7.0,1.0,7.0,2.0,1.0,10.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,2.0,0.0,0.0,1.0,10.0,2.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,7.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,8.0,1.0,0.0,0.0,9.0,1.0,9.0,1.0,4.0,5.0,1.0,10.0,0.0,0.0,4.0,2.0,4.0,2.0,54.0,17.0,10.0,17.0,118.0,26.0,3.0,9.0,0.0,0.0,0.0,0.0
1.0,52.51300364288285,13.319705889380275,1517398983490.0,0.0,0.0,0.0,0.0,11.0,2.0,9.0,1.0,1.0,10.0,1.0,10.0,1.0,10.0,1.0,10.0,0.0,0.0,1.0,10.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,23.0,0.0,2.0,5.0,7.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,16.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,2.0,5.0,2.0,5.0,0.0,0.0,6.0,1.0,6.0,1.0,54.0,10.0,4.0,2.0,106.0,67.0,7.0,0.0,0.0,0.0,0.0,0.0
0.0,52.51300364288285,13.319705889380275,1517399284871.0,2.0,5.0,2.0,5.0,13.0,2.0,5.0,2.0,1.0,10.0,7.0,1.0,1.0,10.0,1.0,10.0,0.0,0.0,2.0,10.0,1.0,10.0,0.0,0.0,1.0,10.0,5.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,15.0,0.0,2.0,5.0,5.0,2.0,5.0,2.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,20.0,1.0,19.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,4.0,5.0,2.0,5.0,2.0,5.0,9.0,1.0,9.0,1.0,48.0,12.0,8.0,20.0,100.0,33.0,7.0,3.0,0.0,0.0,0.0,0.0
1.0,52.51300364288285,13.319705889380275,1517399580674.0,3.0,3.0,3.0,3.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,6.0,1.0,6.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,9.0,1.0,4.0,2.0,4.0,2.0,0.0,0.0,14.0,0.0,14.0,0.0,67.0,16.0,7.0,0.0,113.0,28.0,3.0,0.0,0.0,0.0,0.0,0.0
0.0,52.51300364288285,13.319705889380275,1517401083872.0,5.0,2.0,5.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,2.0,5.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,10.0,0.0,0.0,1.0,10.0,1.0,10.0,0.0,0.0,0.0,0.0,7.0,1.0,7.0,1.0,0.0,0.0,1.0,10.0,1.0,10.0,0.0,0.0,3.0,6.0,2.0,5.0,1.0,10.0,5.0,4.0,3.0,3.0,2.0,5.0,5.0,2.0,5.0,2.0,3.0,6.0,1.0,10.0,0.0,0.0,4.0,2.0,4.0,2.0,41.0,12.0,5.0,16.0,108.0,31.0,6.0,0.0,0.0,0.0,0.0,0.0
1.0,52.51300364288285,13.319705889380275,1517401380904.0,16.0,0.0,16.0,0.0,6.0,5.0,1.0,10.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,3.0,0.0,0.0,2.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,14.0,0.0,1.0,10.0,4.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,14.0,0.0,1.0,10.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,47.0,35.0,5.0,11.0,115.0,28.0,9.0,0.0,0.0,0.0,0.0,0.0
0.0,52.51300364288285,13.319705889380275,1517401682760.0,9.0,1.0,9.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,2.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,15.0,0.0,1.0,10.0,4.0,2.0,4.0,2.0,0.0,0.0,2.0,10.0,1.0,10.0,0.0,0.0,18.0,1.0,13.0,0.0,1.0,10.0,8.0,1.0,8.0,1.0,4.0,2.0,0.0,0.0,4.0,2.0,11.0,0.0,11.0,0.0,44.0,18.0,8.0,1.0,108.0,28.0,5.0,3.0,0.0,0.0,0.0,0.0
1.0,52.51300364288285,13.319705889380275,1517401981018.0,1.0,10.0,1.0,10.0,8.0,2.0,5.0,2.0,0.0,0.0,3.0,3.0,1.0,10.0,1.0,10.0,0.0,0.0,2.0,10.0,1.0,10.0,0.0,0.0,1.0,10.0,1.0,10.0,1.0,10.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,4.0,2.0,1.0,10.0,14.0,0.0,14.0,0.0,4.0,2.0,4.0,2.0,0.0,0.0,6.0,1.0,6.0,1.0,44.0,12.0,9.0,4.0,132.0,21.0,5.0,0.0,0.0,0.0,0.0,0.0
0.0,52.51300364288285,13.319705889380275,1517402583154.0,1.0,10.0,1.0,10.0,8.0,3.0,4.0,2.0,3.0,3.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,1.0,10.0,0.0,0.0,1.0,10.0,5.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,18.0,0.0,9.0,1.0,7.0,2.0,6.0,1.0,0.0,0.0,1.0,10.0,1.0,10.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,50.0,13.0,11.0,0.0,127.0,28.0,7.0,2.0,0.0,0.0,0.0,0.0
1.0,52.51300364288285,13.319705889380275,1517402880805.0,5.0,2.0,5.0,2.0,4.0,5.0,1.0,10.0,0.0,0.0,3.0,3.0,4.0,2.0,4.0,2.0,0.0,0.0,2.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,31.0,0.0,0.0,0.0,4.0,5.0,3.0,3.0,1.0,10.0,5.0,4.0,4.0,2.0,1.0,10.0,9.0,2.0,8.0,1.0,1.0,10.0,13.0,0.0,13.0,0.0,2.0,10.0,1.0,10.0,1.0,10.0,10.0,1.0,10.0,1.0,44.0,15.0,11.0,9.0,129.0,80.0,2.0,0.0,0.0,0.0,0.0,0.0
0.0,52.51300364288285,13.319705889380275,1517404083837.0,8.0,1.0,8.0,1.0,8.0,2.0,5.0,2.0,0.0,0.0,3.0,3.0,6.0,1.0,6.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,1.0,10.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,5.0,0.0,0.0,7.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,34.0,10.0,9.0,2.0,107.0,35.0,3.0,0.0,0.0,0.0,0.0,0.0
1.0,52.51300364288285,13.319705889380275,1517415181393.0,10.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,1.0,10.0,1.0,10.0,0.0,0.0,1.0,10.0,1.0,10.0,0.0,0.0,13.0,2.0,11.0,0.0,1.0,10.0,6.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,53.0,43.0,6.0,11.0,112.0,31.0,4.0,0.0,0.0,0.0,1.0,0.0
0.0,52.51300364288285,13.319705889380275,1517415483505.0,1.0,10.0,1.0,10.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,7.0,1.0,7.0,1.0,0.0,0.0,2.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,34.0,0.0,1.0,10.0,9.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,5.0,0.0,0.0,19.0,0.0,19.0,0.0,6.0,1.0,6.0,1.0,0.0,0.0,8.0,1.0,8.0,1.0,40.0,26.0,8.0,8.0,125.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,52.51300364288285,13.319705889380275,1517416080724.0,19.0,0.0,19.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2.0,5.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,7.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,10.0,2.0,5.0,12.0,0.0,12.0,0.0,1.0,10.0,1.0,10.0,0.0,0.0,8.0,1.0,8.0,1.0,41.0,19.0,9.0,20.0,101.0,28.0,7.0,2.0,0.0,0.0,0.0,0.0
0.0,52.51300364288285,13.319705889380275,1517416383988.0,1.0,10.0,1.0,10.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,10.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,1.0,10.0,1.0,10.0,0.0,0.0,11.0,1.0,10.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,1.0,10.0,1.0,10.0,0.0,0.0,2.0,5.0,2.0,5.0,36.0,33.0,10.0,17.0,114.0,32.0,4.0,7.0,0.0,0.0,0.0,0.0
